id,qr_code_id,message_used,message_index,scanned_at
255c132e-cc93-4ee6-8a03-d423c7507153,55c2d756-2265-4ed2-aa65-a5c017f3d28a,Outstanding borewell service in Vizag with professional and timely execution.,0,2026-02-20 12:17:49.769673+00
b4fff289-e741-4d74-ac62-a0ce7548b3d0,55c2d756-2265-4ed2-aa65-a5c017f3d28a,Outstanding borewell service in Vizag with professional and timely execution.,0,2026-02-20 12:18:20.432635+00
7b52edc3-0721-4dcf-9d72-3eeec8cf3f20,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-20 12:18:40.13127+00
ddfecf0c-994c-44e0-a0fa-c3319a7aadba,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-20 12:18:47.907524+00
8cc12ad2-8e42-493e-91bc-56b64ad932e7,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-20 12:19:09.498046+00
b3e2eb3d-af6d-41ec-9290-4f1f89a8dc08,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-20 12:19:12.825838+00
c8690454-b6f5-4545-bab1-64dd39ae489e,55c2d756-2265-4ed2-aa65-a5c017f3d28a,Outstanding borewell service in Vizag with professional and timely execution.,0,2026-02-20 12:20:21.377474+00
abbba741-a4ca-4d74-bdb8-af65a943d353,55c2d756-2265-4ed2-aa65-a5c017f3d28a,Outstanding borewell service in Vizag with professional and timely execution.,0,2026-02-20 12:20:34.123778+00
576235e1-cb4c-4b9a-8986-66e8c0aac5d7,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-20 12:20:34.962362+00
062f6969-8b55-4879-a10b-f88f461c24f8,55c2d756-2265-4ed2-aa65-a5c017f3d28a,Outstanding borewell service in Vizag with professional and timely execution.,0,2026-02-20 12:21:18.652394+00
77893090-aecb-4206-8408-9e114f8c9415,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-20 12:21:57.606369+00
a48e107a-6ed5-4a0f-9681-1ae4f73b5c8f,fb08b14e-7dd5-413d-a10e-69eab040c0db,Excellent water yield achieved after drilling,31,2026-02-21 05:54:02.868691+00
635d18a3-d784-4760-a2c4-5e1ac149be8a,651d09f4-8ba6-4482-bb60-599b2817fb05,Very responsive to patient queries,30,2026-02-21 05:59:52.043223+00
f75f2659-4b22-4db6-8a8b-aa64a6d700ea,55c2d756-2265-4ed2-aa65-a5c017f3d28a,They use quality materials and genuine CRI Pumps products.,16,2026-02-21 06:03:22.106576+00
d2503a4f-32a6-4ba1-8202-3f3f75c676f7,fb08b14e-7dd5-413d-a10e-69eab040c0db,Maintained good discipline and professionalism,44,2026-02-21 06:05:39.477615+00
f5c41001-4d0c-4780-98a2-654c757ee4f7,fb08b14e-7dd5-413d-a10e-69eab040c0db,They identified the right drilling point with proper testing,12,2026-02-21 06:06:03.142128+00
4318122e-38e8-424c-9b52-2f7701cf91e9,fb08b14e-7dd5-413d-a10e-69eab040c0db,Provided useful suggestions for long term maintenance,40,2026-02-21 06:09:29.585731+00
743c84ae-1bba-4891-b42a-7362ea2a488d,fb08b14e-7dd5-413d-a10e-69eab040c0db,Proper testing of water flow before finalizing,39,2026-02-21 07:41:24.862583+00
52fbd979-e868-41a0-90c1-9cac1c61e8d3,651d09f4-8ba6-4482-bb60-599b2817fb05,Ensures minimal hospital stay with advanced techniques,20,2026-02-21 07:42:04.443716+00
bf5a7798-f363-4e32-b272-e4896c50f409,fb08b14e-7dd5-413d-a10e-69eab040c0db,No hidden charges or last minute surprises,33,2026-02-21 13:43:05.681706+00
d5f7d461-87f2-479c-a993-63a63a7cabc5,651d09f4-8ba6-4482-bb60-599b2817fb05,Provides great confidence and emotional support during difficult times,2,2026-02-21 13:43:49.388193+00
7194684f-bb69-47ec-9f11-5e90178fd834,651d09f4-8ba6-4482-bb60-599b2817fb05,Maintains transparency in procedures and costs,34,2026-02-21 13:51:33.62199+00
421c9844-bd24-40a8-993c-c051324ca67d,651d09f4-8ba6-4482-bb60-599b2817fb05,Hospital staff coordination under his guidance is excellent,10,2026-02-21 13:53:16.879003+00
c3291cde-77b1-4380-82fc-16296e441b36,fb08b14e-7dd5-413d-a10e-69eab040c0db,Very experienced staff who understand the local groundwater conditions perfectly,2,2026-02-21 13:54:09.401328+00
4d023098-8180-4ed1-8750-649800523df5,fb08b14e-7dd5-413d-a10e-69eab040c0db,Very trustworthy and dependable service,26,2026-02-21 13:57:35.414167+00
61d00a01-a078-4f0b-b06b-196309e9f345,651d09f4-8ba6-4482-bb60-599b2817fb05,Gives honest advice about surgery and further management,8,2026-02-21 13:58:03.74349+00
16e3da19-29b1-413d-8f5c-04ee73cd5321,651d09f4-8ba6-4482-bb60-599b2817fb05,Strong expertise in robotic cancer surgery,39,2026-02-21 13:58:07.671952+00
179bd21c-9386-4aa7-993b-2d65acb621ea,651d09f4-8ba6-4482-bb60-599b2817fb05,Very systematic and organized treatment process,37,2026-02-21 14:00:45.85299+00
b4c0ee61-15b9-410c-845a-91672f6d1276,fb08b14e-7dd5-413d-a10e-69eab040c0db,They helped in selecting the right motor for our borewell,9,2026-02-21 14:01:13.600096+00
9d6c6ae7-b474-4edb-bc34-85bf4c6945f6,651d09f4-8ba6-4482-bb60-599b2817fb05,Encourages positive mindset during recovery,44,2026-02-21 14:02:33.618923+00
051eadf0-022b-4f12-bbf5-ade769cc9d32,fb08b14e-7dd5-413d-a10e-69eab040c0db,Transparent communication from start to finish,21,2026-02-21 14:04:16.665635+00
82ff745c-8030-40c9-b98c-53be1302aa23,fb08b14e-7dd5-413d-a10e-69eab040c0db,They maintained safety standards during the entire process,20,2026-02-21 14:08:36.152075+00
acab7e2b-4c66-4ff9-a472-6776b2d9bacc,fb08b14e-7dd5-413d-a10e-69eab040c0db,Handled permissions and local requirements smoothly,37,2026-02-21 14:09:43.663709+00
2b284a7d-c90e-4241-9942-e8bf05f151ce,fb08b14e-7dd5-413d-a10e-69eab040c0db,Timely completion even in challenging soil conditions,35,2026-02-21 14:09:49.82299+00
55a3a353-91c4-4bb4-a4a3-f52ff1f8e748,fb08b14e-7dd5-413d-a10e-69eab040c0db,Fair and competitive pricing compared to others,24,2026-02-21 14:10:10.504114+00
786cdd89-e71a-4515-aa6f-d8e88207a515,fb08b14e-7dd5-413d-a10e-69eab040c0db,Honest advice about bore depth and feasibility,32,2026-02-21 14:10:58.025081+00
b93c3e39-6795-447a-99b6-9e1007da5be7,fb08b14e-7dd5-413d-a10e-69eab040c0db,Good coordination between drilling and motor installation teams,23,2026-02-21 14:13:05.519498+00
857a0b36-b8d4-42b4-baf5-4ef50feb3e94,fb08b14e-7dd5-413d-a10e-69eab040c0db,Motor installation was done perfectly with proper wiring,17,2026-02-21 14:16:16.296236+00
75d873d8-9ff7-48cd-96e1-bd47598eb03c,651d09f4-8ba6-4482-bb60-599b2817fb05,Excellent surgical skills with great precision,45,2026-02-21 14:16:47.78252+00
13594b71-b84f-4475-9cbb-2da6a356cc37,fb08b14e-7dd5-413d-a10e-69eab040c0db,Highly professional borewell contractors with excellent service in Vizag,0,2026-02-21 14:18:13.645321+00
6ca3d55f-dc38-464d-b7d4-4d31dbd8a3be,fb08b14e-7dd5-413d-a10e-69eab040c0db,Very responsive to phone calls and messages,41,2026-02-21 14:18:37.517792+00
dbeaa8f8-413c-4742-b13a-0450280e936b,651d09f4-8ba6-4482-bb60-599b2817fb05,Professional ethics and integrity are commendable,38,2026-02-21 14:19:16.168533+00
840837f8-b909-4778-8cb4-5f5f1a890077,fb08b14e-7dd5-413d-a10e-69eab040c0db,Completed deep drilling successfully where others failed,15,2026-02-21 14:19:33.580526+00
8cfd85d8-2aef-4537-9284-47a1f9135713,fb08b14e-7dd5-413d-a10e-69eab040c0db,Prompt service even during peak season,22,2026-02-21 14:20:39.412686+00
33629b8e-7f3d-4286-a634-4984d58c3233,fb08b14e-7dd5-413d-a10e-69eab040c0db,The borewell drilling was done neatly without disturbing the surroundings,7,2026-02-21 14:22:04.014471+00
71fdd16d-bd22-425e-8bd4-6501c3a94374,651d09f4-8ba6-4482-bb60-599b2817fb05,Treatment plans are personalized according to patient condition,23,2026-02-21 14:22:30.824118+00
66f3a640-b317-4103-838d-ed3d759e18ce,fb08b14e-7dd5-413d-a10e-69eab040c0db,Highly recommended for anyone looking for borewell services in Vizag,19,2026-02-21 14:22:35.380357+00
9b797bf4-60d0-473e-9a10-eb8d28e5b3e6,fb08b14e-7dd5-413d-a10e-69eab040c0db,Quick response to inquiries and site visits,6,2026-02-21 14:37:15.788158+00
1d218961-4c84-4ae0-b797-f91bb18e8e2a,fb08b14e-7dd5-413d-a10e-69eab040c0db,Also suitable for agricultural borewell projects,14,2026-02-21 14:37:28.432492+00
3713dcdc-1c57-48b7-a6e7-cef9b1de8ea9,651d09f4-8ba6-4482-bb60-599b2817fb05,Clear communication throughout the treatment journey,24,2026-02-21 14:40:37.208975+00
697ae584-7a0f-426d-8209-f6f7cfa16094,fb08b14e-7dd5-413d-a10e-69eab040c0db,Affordable packages for different borewell requirements,45,2026-02-21 15:18:21.852096+00
32b13df1-60d1-453d-8b3e-13c09c1d0eca,651d09f4-8ba6-4482-bb60-599b2817fb05,Gives clear instructions for post operative care,36,2026-02-21 15:18:53.865993+00
d3273b1a-e6ab-4579-9358-7c3eae4f90dd,9e156e4c-5ba2-490f-9566-92c5b82878ac,Homely feeling for students staying away from family,15,2026-02-23 02:28:51.040862+00
519b1a45-72f6-42e3-b9e5-238ccc6053dd,9e156e4c-5ba2-490f-9566-92c5b82878ac,Good security arrangements that make residents feel safe,6,2026-02-23 02:31:19.15025+00
9411c8dc-b18d-42b2-8548-6e5d8df9f0d3,9e156e4c-5ba2-490f-9566-92c5b82878ac,Affordable rent with good facilities provided,4,2026-02-23 02:32:49.410818+00
61390a1b-b0ae-4bc0-84c9-4ca8bf8097b2,9e156e4c-5ba2-490f-9566-92c5b82878ac,Proper maintenance of bathrooms and common areas,14,2026-02-23 02:33:55.937142+00
4325f6e0-4301-4525-b832-28ee33c1794e,93f0dd3c-7987-4bda-b19c-ab319264c9ba,Detailed curriculum that covers all aspects of hospitality management,8,2026-02-23 02:33:56.632545+00
4e64a2c4-dc9e-4891-83cb-6994bcf8117b,93f0dd3c-7987-4bda-b19c-ab319264c9ba,Hands on training that boosts student confidence,9,2026-02-23 02:34:27.61738+00
0c41c833-c717-44e3-a4dd-0833ae275fa4,54a0ecdf-4c10-48b4-b573-86337347155d,Highly skilled team with great technical knowledge,3,2026-02-23 02:34:38.864209+00
9e960842-c8e5-498e-83cd-9b50ca98a028,54a0ecdf-4c10-48b4-b573-86337347155d,Timely delivery of projects without any delays,2,2026-02-23 02:34:57.866382+00
85b04588-f1a3-4c24-b2f7-dad4bde9e277,9e156e4c-5ba2-490f-9566-92c5b82878ac,Comfortable and safe place for students and working professionals to stay,0,2026-02-23 11:57:45.779195+00
90cf5f5b-8251-4a5e-abf8-96c8eeed0cc2,9e156e4c-5ba2-490f-9566-92c5b82878ac,Friendly management that responds quickly to any concerns,3,2026-02-23 11:58:24.066427+00
8676eaf5-ba27-4ee7-ae24-04f77b5ffac5,93f0dd3c-7987-4bda-b19c-ab319264c9ba,Strong focus on personality development and communication skills,4,2026-02-23 11:59:07.553094+00
57a8fdf8-b3b8-4cbe-b4b8-a815c882d58a,54a0ecdf-4c10-48b4-b573-86337347155d,Supportive staff who guide customers properly,14,2026-02-23 11:59:45.659511+00
c82132c7-6d3a-4b9a-ada8-4f452c05a234,54a0ecdf-4c10-48b4-b573-86337347155d,Strong attention to detail in every fabrication work,7,2026-02-23 13:49:52.634215+00
1bc08d85-96f1-4ec3-8cf7-7c804c4ecdd1,9e156e4c-5ba2-490f-9566-92c5b82878ac,Convenient location with easy access to nearby colleges and markets,7,2026-02-23 13:53:25.966228+00
2050eb8a-91eb-49ce-a482-eeedb0c50a98,93f0dd3c-7987-4bda-b19c-ab319264c9ba,Good placement support with leading hospitality brands,6,2026-02-23 13:54:26.982281+00
dd18a9ab-e69f-45af-b1cd-c49f737d4b58,54a0ecdf-4c10-48b4-b573-86337347155d,Neat and well maintained workshop environment,10,2026-02-23 13:55:44.520374+00
a7aaa31e-f558-43e7-95d9-0abbfbefd52b,54a0ecdf-4c10-48b4-b573-86337347155d,Reasonable pricing compared to other laser cutting services in Vizag,5,2026-02-23 13:56:41.385943+00
22fa58a5-c7ed-4fa9-a1d5-adaf68aae58b,54a0ecdf-4c10-48b4-b573-86337347155d,Highly recommended for precision laser cutting and CNC bending services,19,2026-02-23 13:59:36.591278+00
5932349a-f66e-4bf1-895a-d0ee92499058,9e156e4c-5ba2-490f-9566-92c5b82878ac,Rooms are clean and well maintained with proper ventilation,1,2026-02-23 14:01:46.957839+00
6c77b8c0-237b-419a-9432-2ac75d296048,93f0dd3c-7987-4bda-b19c-ab319264c9ba,Regular industrial visits to reputed hotels for real time exposure,5,2026-02-23 14:03:03.080868+00
32df1311-61c2-4a6a-bd22-a52b91a6765a,54a0ecdf-4c10-48b4-b573-86337347155d,Excellent laser cutting quality with perfect finishing and accurate measurements,0,2026-02-23 14:05:06.148546+00
40c18c05-c0e3-4fe0-8fb7-adf877d6d39f,9e156e4c-5ba2-490f-9566-92c5b82878ac,Supportive staff who are always ready to help,13,2026-02-23 14:05:58.047867+00
a3ac8a30-85a9-4006-b39d-5f3c784033b9,93f0dd3c-7987-4bda-b19c-ab319264c9ba,Great discipline and structured academic schedule,12,2026-02-23 14:06:41.468509+00
38c62201-f71d-4dcf-ae21-898b6036d1b2,54a0ecdf-4c10-48b4-b573-86337347155d,Good coordination from inquiry to final delivery,18,2026-02-24 01:50:18.252338+00
9f97e567-c5c5-43bc-8489-2e72acdbaef9,f442c4d0-da39-4bcf-91df-83a420b8be0a,Highly skilled surgical oncologist with exceptional expertise in robotic and laparoscopic cancer surgeries,0,2026-02-24 02:17:04.53+00
e888776d-d09a-4dee-8249-15dd8ecb5e1e,f442c4d0-da39-4bcf-91df-83a420b8be0a,Timely diagnosis and clear explanation of risks and benefits,13,2026-02-24 07:33:04.623021+00
22ce7e3a-750f-4abb-a1a4-f65e4107cbd2,f442c4d0-da39-4bcf-91df-83a420b8be0a,Highly experienced in handling complex cancer surgeries with great precision,9,2026-02-24 07:33:35.004763+00
0ed71c83-62b0-4933-9c9a-7626fa5f1a68,f442c4d0-da39-4bcf-91df-83a420b8be0a,Very patient friendly doctor who listens carefully and answers all doubts,4,2026-02-24 07:33:54.406434+00
13217ba1-be17-4f74-931f-85725c864232,7be07e03-21bf-4222-a739-384727f5bf59,"I joined this academy with the goal of preparing for defence entrance exams along with my intermediate studies. From the first week itself, I noticed how disciplined and structured the environment was. The faculty members focus not just on academics but also on personality development and confidence building.",0,2026-02-24 07:45:42.548237+00
3c3567f4-2ef4-4aff-95e8-f7159d82db4b,f442c4d0-da39-4bcf-91df-83a420b8be0a,Treatment plans are well structured and tailored according to individual patient needs,6,2026-02-24 07:56:27.435189+00
4c61f876-f60d-4934-a50c-83d7b9336525,f442c4d0-da39-4bcf-91df-83a420b8be0a,Dedicated to providing world class cancer care in Visakhapatnam,16,2026-02-24 07:57:10.946137+00
eabc26f6-e4ab-45a1-a025-a215d69a8ff0,7be07e03-21bf-4222-a739-384727f5bf59,The academy focuses not just on marks but on overall personality development. Communication skills and leadership qualities are also encouraged. This holistic approach makes students ready for competitive exams and interviews.,15,2026-02-24 08:08:06.176605+00
3d9c1ecf-fbfe-4247-b083-5ecdf3d9476d,7be07e03-21bf-4222-a739-384727f5bf59,The regular performance reviews keep students accountable. It helped me stay focused and track my improvement. The supportive environment makes it easier to stay motivated throughout the year.,18,2026-02-24 08:08:58.53418+00
ba8d3dce-915f-4e97-83f1-f3a848db7737,f442c4d0-da39-4bcf-91df-83a420b8be0a,The hospital staff and surgical team are well coordinated and supportive,5,2026-02-24 08:09:42.840494+00
e3ad7937-2193-4b53-a5bb-8bed974da4cf,7be07e03-21bf-4222-a739-384727f5bf59,"The mock tests and training sessions gave me a real exam-like experience, which reduced my fear and improved my accuracy. I would say this environment really prepares students for competitive challenges.",5,2026-02-24 10:37:50.232983+00
6898d3b0-6d03-4e21-bb8d-b580f26ffa4a,7be07e03-21bf-4222-a739-384727f5bf59,What stands out to me is the personal attention given to each student. Teachers track performance and guide us individually whenever required. The motivation sessions and mentoring support make a big difference in maintaining focus.,11,2026-02-24 10:38:04.205972+00
bb973c23-e294-41ed-accc-efe13ac5e725,7be07e03-21bf-4222-a739-384727f5bf59,The regular tests and physical training sessions really helped me improve my consistency and time management. I feel much more confident now about my preparation and future goals.,1,2026-02-24 10:40:03.106609+00
726c4c98-c7a4-4733-beda-c14767644136,f442c4d0-da39-4bcf-91df-83a420b8be0a,Strongly recommended surgical oncologist for robotic and laparoscopic cancer treatment,19,2026-02-24 11:55:40.774625+00
4e490c0a-d4fb-4edb-ac7d-2abbdd796176,f442c4d0-da39-4bcf-91df-83a420b8be0a,One of the best cancer surgeons in Visakhapatnam with a very caring and humble approach,2,2026-02-24 11:55:55.573188+00
c5ded582-ba2e-4310-8f5c-7c630bc6caf4,7be07e03-21bf-4222-a739-384727f5bf59,"The discipline here has positively impacted my lifestyle. Iâve become more punctual and consistent in my studies. Teachers are always ready to clarify doubts, even outside regular class hours.",17,2026-02-24 11:57:27.659813+00
97255a32-0129-482a-9067-f6ea4b78bb3a,f442c4d0-da39-4bcf-91df-83a420b8be0a,Maintains high standards of hygiene and safety during treatment,14,2026-02-24 13:24:16.061617+00
1fdc4404-7580-416c-8ab8-39c7e225bf72,8ea32e88-61b4-4590-8fcf-b8be4b107798,Room service was fast and the food quality was very good,4,2026-03-07 04:01:51.141785+00
8b60e190-6bf2-43ba-b3ce-4788d65c22d6,7be07e03-21bf-4222-a739-384727f5bf59,"The infrastructure and study environment are well maintained. Classrooms are comfortable and conducive to learning. The academy encourages discipline and responsibility, which are important qualities for defence aspirants.",12,2026-02-24 13:25:07.537248+00
f61c96d5-cff6-4590-af45-48d7b77958ad,f442c4d0-da39-4bcf-91df-83a420b8be0a,Provides advanced treatment options with the latest robotic technology,3,2026-02-24 13:26:06.201555+00
ce575c5f-67d1-40f0-9ef2-5c15c4883853,7be07e03-21bf-4222-a739-384727f5bf59,"I joined with hesitation at first, but the structured coaching and regular assessments quickly built my confidence. The physical training sessions are conducted professionally and safely.
The combination of academics and defence preparation makes it a balanced learning environment.",9,2026-02-24 13:28:17.572707+00
789d2acb-6643-4406-83c5-512fecdc5a90,f442c4d0-da39-4bcf-91df-83a420b8be0a,Professional approach combined with genuine compassion,12,2026-02-24 13:29:45.936633+00
